# MJD              flux              error           quality
59420.66639261259 1352.6299555385995 2.4044926166534424 0
59420.673337181695 1353.2428529156082 2.4009106159210205 0
59420.6802817508 1351.2728675780218 2.39555287361145 0
59420.687226319904 1352.5748876291696 2.390998363494873 0
59420.69417088901 1355.7642782491762 2.387871026992798 0
59420.70111545811 1348.923806570131 2.378140449523926 0
59420.70806002698 1349.913146512457 2.3728768825531006 0
59420.71500459608 1351.199502623921 2.3675742149353027 0
59420.72194916495 1351.205905094674 2.36200213432312 0
59420.728893734056 1347.697202555668 2.356294631958008 0
59420.73583830293 1353.5194902301114 2.352900743484497 0
59420.7427828718 1351.7042567777066 2.348757028579712 0
59420.74972744066 1351.09791830339 2.3446364402770996 0
59420.756672009535 1353.0189063090347 2.3418400287628174 0
59420.763616578406 1351.4724333712943 2.3382976055145264 0
59420.77056114728 1351.7674285503404 2.3353593349456787 0
59420.77750571615 1351.1994478960428 2.3314106464385986 0
59420.78445028479 1355.1984508443384 2.3332345485687256 0
59420.79139485366 1352.7165538669283 2.3274238109588623 0
59420.7983394223 1353.6564393232743 2.3262062072753906 0
59420.80528399117 1354.9943892620072 2.324981689453125 0
59420.81222855981 1349.6401331534184 2.3214635848999023 0
59420.819173128446 1347.2927408164624 2.3211076259613037 0
59420.82611769708 1353.50329783999 2.3249378204345703 0
59420.833062265716 1347.4196109240388 2.3233401775360107 0
59420.840006834354 1350.4996529031446 2.326674461364746 0
59420.84695140299 1351.206304995087 2.3298275470733643 0
59420.85389597163 1351.9496673652416 2.334423065185547 0
59420.86084054004 1351.044656424398 2.338658332824707 0
59420.86778510867 1353.6889303004732 2.3445520401000977 0
59420.874729677074 1346.7984711077606 2.3488903045654297 0
59420.88167424571 1350.471184896293 2.357097625732422 0
59420.88861881412 1351.4524653913331 2.364332437515259 0
59420.895563382524 1350.2145421621371 2.37131667137146 0
59420.90250795093 1349.8529570570759 2.3790082931518555 0
59420.909452519336 1353.3479455015267 2.3903181552886963 0
59420.91639708774 1354.2102924065348 2.39654803276062 0
59420.92334165615 1349.08327119365 2.402583122253418 0
59420.93028622455 1351.686839754756 2.411480188369751 0
59420.93723079295 1353.7977562275883 2.41828989982605 0
59420.944175361125 1351.8257055461168 2.4233078956604004 0
59420.95111992953 1350.4044664743228 2.427680253982544 0
59420.958064497936 1348.5020584075332 2.4310665130615234 0
59420.96500906611 1353.6901898613537 2.437544822692871 0
59420.97195363428 1350.1952935889276 2.439706802368164 0
59420.97889820245 1351.9277134059862 2.443777561187744 0
59420.98584277085 1354.1786648605448 2.447706699371338 0
59420.992787339026 1351.7722656458213 2.451298713684082 0
59420.9997319072 1351.0265753080325 2.4541022777557373 0
59421.00667647514 1349.1560276965156 2.4561774730682373 0
59421.01362104331 1349.873697050863 2.458407402038574 0
59421.020565611485 1350.2856706230282 2.4614510536193848 0
59421.02751017966 1352.6711174779116 2.4646873474121094 0
59421.0344547476 1347.8134634134572 2.464827299118042 0
59421.04139931576 1349.0886128666343 2.4670989513397217 0
59421.0483438837 1351.2880251883716 2.469698905944824 0
59421.055288451644 1354.1464208835177 2.472003698348999 0
59421.06223301982 1352.2539538955739 2.472738265991211 0
59421.06917758776 1347.8923444408424 2.4704999923706055 0
59421.0761221557 1351.363968034314 2.4710733890533447 0
59421.08306672364 1351.2785491871905 2.470247745513916 0
59421.09001129158 1353.3019317316148 2.471071243286133 0
59421.09695585928 1351.9861635349894 2.4688496589660645 0
59421.10390042722 1351.2027321865676 2.466811418533325 0
59421.11084499516 1350.1008035152618 2.464975357055664 0
59421.117789562864 1350.8670180914219 2.4645631313323975 0
59421.124734130804 1351.645150093169 2.4620862007141113 0
59421.13167869851 1353.8685720000167 2.461653232574463 0
59421.13862326645 1350.1615816075837 2.458008050918579 0
59421.14556783416 1351.1602705689916 2.4558942317962646 0
59421.152512401866 1353.4445684635025 2.4554529190063477 0
59421.159456969566 1355.856863243594 2.454824924468994 0
59421.16640153727 1350.7664517039843 2.4508848190307617 0
59421.17334610498 1351.8160204619194 2.449960470199585 0
59421.18029067269 1351.3636002852004 2.448957920074463 0
59421.187235240395 1352.8113054259647 2.4509341716766357 0
59421.19417980787 1350.9283027888296 2.4472715854644775 0
59421.20112437558 1353.210350773401 2.4501824378967285 0
59421.208068943284 1348.7928716557171 2.4494640827178955 0
59421.21501351075 1349.637636268858 2.451411724090576 0
59421.221958078226 1353.5742722570385 2.4554834365844727 0
59421.22890264593 1350.5878496620921 2.4546186923980713 0
59421.23584721341 1350.5057883651439 2.455695152282715 0
59421.24279178088 1350.303110847 2.458421468734741 0
59421.249736348356 1347.1830610205975 2.459486961364746 0
59421.25668091583 1353.5540576280605 2.4653844833374023 0
59421.263625483305 1352.4917762828536 2.4663047790527344 0
59421.27057005078 1351.7552434220684 2.4678401947021484 0
59421.27751461825 1349.9769508918594 2.472412586212158 0
59421.28445918549 1351.6375857195303 2.473238468170166 0
59421.29140375296 1349.4029976068477 2.4743566513061523 0
59421.298348320204 1352.6798861117172 2.478320360183716 0
59421.30529288768 1346.785156986096 2.478955030441284 0
59421.31223745492 1353.7899597249052 2.485666036605835 0
59421.319182022155 1353.2154575352283 2.4885566234588623 0
59421.32612658963 1348.983029829406 2.487854242324829 0
59421.33307115687 1352.0986926775086 2.4914393424987793 0
59421.34001572411 1351.3341771815985 2.492917060852051 0
59421.346960291354 1351.6366507532293 2.4931483268737793 0
59421.353904858595 1352.1303663331373 2.494422435760498 0
59421.360849425604 1351.6090796862823 2.491987466812134 0
59421.367793992846 1355.9792217836916 2.492241859436035 0
59421.37473856009 1348.7108697301478 2.4860217571258545 0
59421.38168312709 1347.3313278127584 2.4844937324523926 0
59421.38862769433 1350.3834449558167 2.479794979095459 0
59421.39557226134 1348.864520358884 2.473667860031128 0
59421.40251682835 1355.5327116692729 2.470912218093872 0
59421.40946139559 1350.6256920970518 2.463001251220703 0
59421.4164059626 1353.1620986830662 2.4580883979797363 0
59421.42335052961 1350.6405514028543 2.45002818107605 0
59421.430295096616 1348.7511017047286 2.4432737827301025 0
59421.437239663624 1352.100037457064 2.437976598739624 0
59421.444184230626 1352.7462005151433 2.4318723678588867 0
59421.4511287974 1349.351197430145 2.426025390625 0
59421.45807336441 1351.410163517443 2.4212353229522705 0
59421.46501793142 1346.5630908690482 2.4152755737304688 0
59421.471962498195 1354.0232283258624 2.415153741836548 0
59421.478907065204 1351.8829457120078 2.4105443954467773 0
59421.48585163198 1349.888135587552 2.4082305431365967 0
59421.492796198756 1353.3170446052814 2.408177375793457 0
59421.499740765765 1352.9334199406035 2.407589912414551 0
59421.50668533253 1349.3484319489125 2.406116008758545 0
59421.51362989931 1352.1620508306164 2.4087512493133545 0
59421.520574466085 1352.8553076006847 2.4111156463623047 0
59421.52751903286 1351.1304187022747 2.4134631156921387 0
59421.53446359964 1352.8824251632864 2.418238639831543 0
59421.54140816618 1355.7893981865736 2.423593521118164 0
59421.548352732956 1345.3889957897004 2.422262668609619 0
59421.555297299725 1350.9606249553267 2.430053234100342 0
59421.56224186627 1348.10072852672 2.4343321323394775 0
59421.569186433044 1351.3933754433524 2.437438726425171 0
59421.57613099959 1351.5777497597105 2.4393796920776367 0
59421.58307556613 1354.2963976998599 2.44518780708313 0
59421.59002013267 1354.3033635633255 2.45009446144104 0
59421.59696469945 1350.4928843392163 2.451894521713257 0
59421.60390926599 1349.1153673624112 2.454692840576172 0
59421.610853832535 1348.7705373416206 2.458092451095581 0
59421.61779839907 1351.2148354642227 2.4627439975738525 0
59421.62474296538 1352.6601530831017 2.4673171043395996 0
59421.631687531924 1355.4501645249588 2.471090078353882 0
59421.63863209847 1349.7272636229186 2.4737746715545654 0
59421.64557666478 1348.571163379318 2.472615957260132 0
59421.65252123132 1349.8097448490853 2.474369525909424 0
59421.65946579763 1354.086142772594 2.476738452911377 0
59421.666410364174 1351.965965352848 2.4774341583251953 0
59421.67335493048 1353.7108713555922 2.4763693809509277 0
59421.68029949679 1351.786042742871 2.4733972549438477 0
59421.6872440631 1351.8728389352714 2.471362829208374 0
59421.69418862941 1351.5182591548482 2.468083620071411 0
59421.70113319572 1347.72706071309 2.462831497192383 0
59421.70807776203 1349.0000546748356 2.458496332168579 0
59421.71502232834 1351.6785155901284 2.4545626640319824 0
59421.72196689465 1353.463725066158 2.449838399887085 0
59421.72891146073 1358.5911399578317 2.446291923522949 0
59421.73585602703 1351.8249410554008 2.4394187927246094 0
59421.74280059311 1355.002618206302 2.4358105659484863 0
59421.74974515942 1351.1436386246337 2.4277026653289795 0
59421.756689725495 1353.0604459901379 2.4254777431488037 0
59421.76363429157 1347.501569488482 2.418362855911255 0
59421.77057885765 1352.8273205874425 2.416973829269409 0
59421.77752342373 1350.9022330087328 2.413794755935669 0
59421.7844679898 1354.8736432492774 2.4130945205688477 0
59421.791412555875 1349.7146497106592 2.40811824798584 0
59421.79835712195 1350.259909634493 2.406966209411621 0
59421.80530168803 1350.354290439716 2.4069387912750244 0
59421.81224625411 1353.4026533077563 2.4079277515411377 0
59421.81919081995 1355.5689689982828 2.4112613201141357 0
59421.82613538603 1351.8646408299114 2.4078869819641113 0
59421.83307995187 1350.2102488454075 2.407975673675537 0
59421.84002451795 1351.3221039728296 2.410710334777832 0
59421.846969083796 1353.931706421694 2.4135255813598633 0
59421.85391364963 1353.834802062067 2.4145050048828125 0
59421.86085821548 1349.730305055643 2.41416597366333 0
59421.86780278132 1350.3480532595445 2.4162216186523438 0
59421.87474734717 1352.350205038756 2.4192826747894287 0
59421.88169191301 1349.5873059971327 2.4202585220336914 0
59421.888636478856 1350.8787756504962 2.423832654953003 0
59421.8955810447 1351.8307662189918 2.427391529083252 0
59421.90252561054 1355.6735452874418 2.4320647716522217 0
59421.90947017615 1350.5016201996204 2.4321348667144775 0
59421.916414741994 1351.1746938494148 2.435391426086426 0
59421.923359307606 1351.7857670002863 2.4374608993530273 0
59421.93030387322 1350.8542638921904 2.4407970905303955 0
59421.93724843906 1351.8635930346313 2.4436047077178955 0
59421.944193004674 1351.6235693144909 2.446479082107544 0
59421.951137570286 1352.7414524011797 2.4509775638580322 0
59421.9580821359 1354.4961441296346 2.4552090167999268 0
59421.96502670151 1349.237117156862 2.456116199493408 0
59421.971971267114 1346.8362418726115 2.458846092224121 0
59421.978915832726 1349.5190742927607 2.4655745029449463 0
59421.985860398105 1351.2057226045367 2.4698312282562256 0
59421.99280496372 1349.919342507896 2.4712517261505127 0
59421.99974952933 1349.3933759862098 2.475797414779663 0
59422.00669409471 1350.7142036766904 2.477550506591797 0
59422.01363866032 1352.8857363337438 2.4820008277893066 0
59422.02058322569 1355.2178089730123 2.4858055114746094 0
59422.02752779107 1349.6205982109805 2.487291097640991 0
59422.03447235645 1351.226209850784 2.491492748260498 0
59422.04141692183 1353.5145403559195 2.4952123165130615 0
59422.04836148721 1350.386889777944 2.4949886798858643 0
59422.055306052585 1353.5955123827002 2.498818874359131 0
59422.062250617964 1351.6978422795446 2.5003256797790527 0
59422.06919518334 1353.1049367863557 2.5026700496673584 0
59422.07613974872 1352.0052419530934 2.504127025604248 0
59422.08308431386 1350.667556347943 2.5057690143585205 0
59422.09002887924 1348.4474316455785 2.505455493927002 0
59422.096973444386 1349.534765332497 2.5069212913513184 0
59422.103918009765 1352.5061216416275 2.509554147720337 0
59422.11086257491 1352.8426462447605 2.510549783706665 0
59422.11780714006 1351.2325523683899 2.511662483215332 0
59422.1247517052 1345.4312795857945 2.5103018283843994 0
59422.13169627035 1351.1738827034737 2.509702205657959 0
59422.13864083549 1350.5797487814298 2.509920120239258 0
59422.145585400634 1349.5678656943196 2.509798526763916 0
59422.15252996578 1353.3350093723693 2.5097107887268066 0
59422.15947453093 1353.4306035858904 2.509438991546631 0
59422.16641909584 1349.0601402637758 2.5069050788879395 0
59422.173363660986 1352.0521712351542 2.5084962844848633 0
59422.1803082259 1353.6590581626479 2.508535623550415 0
59422.187252791045 1345.844967484908 2.5052826404571533 0
59422.19419735595 1349.2011007345181 2.5079660415649414 0
59422.201141920865 1345.6980636874027 2.5052053928375244 0
59422.20808648578 1352.9760140971307 2.510220527648926 0
59422.21503105069 1356.9497050866562 2.513071298599243 0
59422.221975615605 1348.0913597110234 2.509805679321289 0
59422.22892018052 1348.5551434469153 2.511988878250122 0
59422.23586474543 1349.6853493535273 2.5144143104553223 0
59422.242809310344 1354.918697627053 2.5192995071411133 0
59422.24975387525 1350.8306887836075 2.521113157272339 0
59422.25669843993 1350.2854028222005 2.5240468978881836 0
59422.263643004844 1354.3014231789866 2.528601884841919 0
59422.270587569525 1355.142415653549 2.5319290161132812 0
59422.27753213444 1350.3622169073333 2.5323407649993896 0
59422.28447669912 1351.8990583394834 2.535020351409912 0
59422.2914212638 1351.1128124829934 2.537044048309326 0
59422.29836582848 1351.718661265264 2.5397329330444336 0
59422.30531039316 1352.6028115484246 2.5431556701660156 0
59422.31225495783 1348.8878644672195 2.543012857437134 0
59422.31919952251 1349.0774219570762 2.545517921447754 0
59422.326144087194 1353.3085653988119 2.549145221710205 0
59422.33308865164 1352.4233307413492 2.5502429008483887 0
59422.34003321632 1352.3329619246747 2.5540895462036133 0
59422.346977781 1347.9657095521743 2.551332712173462 0
59422.35392234545 1355.1417367069735 2.555338144302368 0
59422.3608669099 1351.8296045074853 2.554802894592285 0
59422.36781147457 1350.362077908911 2.5532755851745605 0
59422.37475603902 1348.274714656649 2.5557968616485596 0
59422.381700603466 1353.4038325359952 2.5529510974884033 0
59422.38864516791 1350.6425363176918 2.55122447013855 0
59422.39558973236 1350.9655522535068 2.5497353076934814 0
59422.40253429681 1350.126103808902 2.547273874282837 0
59422.40947886126 1352.539710709647 2.5441441535949707 0
59422.416423425704 1349.585713925237 2.5387330055236816 0
59422.42336798992 1352.8830713896577 2.537389039993286 0
59422.43031255436 1347.8381779724527 2.528568983078003 0
59422.437257118574 1349.5125319672075 2.52414608001709 0
59422.44420168302 1350.5785483362524 2.5174410343170166 0
59422.45114624724 1350.4953332336818 2.51153302192688 0
59422.45809081145 1355.1721197550273 2.5074334144592285 0
59422.465035375666 1349.7658533798312 2.500678777694702 0
59422.47197993988 1346.6456080646826 2.4940848350524902 0
59422.478924504096 1352.2504852011798 2.491546154022217 0
59422.48586906831 1352.108643324635 2.487205743789673 0
59422.49281363252 1354.5125684050286 2.4841973781585693 0
59422.49975819673 1357.8789443759429 2.4818832874298096 0
59422.50670276095 1351.187683722228 2.4786057472229004 0
59422.51364732493 1352.1187319383548 2.473984718322754 0
59422.520591889144 1350.3468416580718 2.4715042114257812 0
59422.527536453126 1350.4066009900184 2.4696195125579834 0
59422.53448101711 1352.0491537470493 2.4695188999176025 0
59422.54142558132 1353.5647672580267 2.471389055252075 0
59422.5483701453 1352.1480039916419 2.4712979793548584 0
59422.55531470928 1353.2321283789524 2.4733102321624756 0
59422.56225927326 1349.6332678662225 2.474987268447876 0
59422.56920383724 1351.7597961577699 2.475694179534912 0
59422.576148401226 1352.0871766271416 2.4768307209014893 0
59422.583092964975 1356.4316168396126 2.480567693710327 0
59422.59003752896 1351.9423936795001 2.4805872440338135 0
59422.59698209293 1350.3664167627999 2.4811923503875732 0
59422.60392665668 1348.9211097025818 2.482738971710205 0
59422.61087122066 1352.3785570254645 2.4867725372314453 0
59422.61781578441 1352.247373645815 2.490910530090332 0
59422.62476034816 1353.8496569752037 2.492866277694702 0
59422.63170491191 1357.161772797378 2.497138738632202 0
59422.63864947566 1353.217508824217 2.4983463287353516 0
59422.6455940415 1353.7845552182816 2.499439001083374 0
59422.65253860525 1352.2428932601638 2.500714063644409 0
59422.65948316877 1352.0358906840738 2.502699136734009 0
59422.66642773251 1353.4528791104617 2.505345106124878 0
59422.67337229626 1349.4694808921527 2.5035367012023926 0
59422.680316859776 1354.0288903380501 2.5047855377197266 0
59422.687261423525 1355.747498222418 2.5046443939208984 0
59422.69420598704 1347.6722877932984 2.500483751296997 0
59422.70115055079 1354.6882389534835 2.50024151802063 0
59422.70809511431 1352.3331532246716 2.497866630554199 0
59422.71503967782 1348.4567243561742 2.4936234951019287 0
59422.72198424133 1348.1911398465695 2.4895355701446533 0
59422.72892880485 1350.0054238085631 2.488945245742798 0
59422.735873368365 1353.6270820111545 2.4838292598724365 0
59422.74281793188 1351.1238431138381 2.477944850921631 0
59422.7497624954 1353.0021638386725 2.47428297996521 0
59422.75670705868 1347.9529981716055 2.4680521488189697 0
59422.7636516222 1350.7111789287055 2.4639904499053955 0
59422.770596185714 1349.313584408988 2.4595792293548584 0
59422.777540749 1351.7117196088398 2.456864356994629 0
59422.78448531227 1354.6350183547047 2.456942319869995 0
59422.79142987579 1353.6470860306945 2.453089714050293 0
59422.79837443907 1350.0059600339928 2.449005365371704 0
59422.80531900236 1352.1078453945656 2.4500956535339355 0
59422.81226356564 1351.5059601225817 2.446458578109741 0
59422.81920812892 1356.1180340756764 2.4478759765625 0
59422.82615269221 1353.7621638020123 2.4465441703796387 0
59422.83309725526 1353.4685149338493 2.446216583251953 0
59422.840041818534 1354.041186783697 2.4459140300750732 0
59422.84698638182 1354.4982902468241 2.444854259490967 0
59422.85393094487 1350.313144193667 2.44258189201355 0
59422.86087550792 1350.306216993829 2.4432129859924316 0
59422.8678200712 1355.00611985236 2.4447052478790283 0
59422.87476463425 1348.6178894753375 2.4417662620544434 0
59422.8817091973 1353.0903285241493 2.444878578186035 0
59422.888653760354 1351.057746190861 2.4450464248657227 0
59422.895598323405 1351.2238258756747 2.4469752311706543 0
59422.90254288645 1347.942994695159 2.447167158126831 0
59422.9094874495 1350.2867672486273 2.4523420333862305 0
59422.91643201255 1352.6395179359874 2.456707239151001 0
59422.92337657537 1354.4278531105674 2.4579904079437256 0
59422.93032113842 1349.3077923373467 2.4581003189086914 0
59422.937265701235 1355.6240019314387 2.462850332260132 0
59422.944210264286 1353.2837864152075 2.465109348297119 0
59422.9511548271 1352.7809672301041 2.468297004699707 0
59422.958099389914 1353.8742045068311 2.4715049266815186 0
59422.965043952965 1355.7799498516329 2.476458787918091 0
59422.97198851578 1354.5857040009419 2.478771924972534 0
59422.9789330786 1347.0156056849974 2.4796431064605713 0
59422.985877641186 1355.3063882139127 2.4887683391571045 0
59422.992822204 1351.1468099269264 2.4914913177490234 0
59422.99976676682 1353.241274676791 2.4975504875183105 0
59423.00671132964 1347.0608020690288 2.4980225563049316 0
59423.013655892224 1350.8055262706566 2.499934673309326 0
59423.020600455035 1353.4253229702504 2.5040624141693115 0
59423.02754501762 1348.9861993517547 2.5038580894470215 0
59423.034489580205 1349.0396549216402 2.506443500518799 0
59423.04143414302 1349.1728628228848 2.509739637374878 0
